severity,category,path,message,detail
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\3060u\Flatbed Truck (AC).yml,unit key '1134' appears 2 times,"{""key"": ""1134"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\3060u\\Flatbed Truck (AC).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\3060u\\Flatbed Truck.yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\TRO Vehicle Annex\Tracked\Hesiod Utility Vehicle (Bulldozer).yml,unit key '4322' appears 4 times,"{""key"": ""4322"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\TRO Vehicle Annex\\Tracked\\Hesiod Utility Vehicle (Bulldozer).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\TRO Vehicle Annex\\Tracked\\Hesiod Utility Vehicle (Cargo).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\TRO Vehicle Annex\\Tracked\\Hesiod Utility Vehicle (Crane).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\vehicles\\TRO Vehicle Annex\\Tracked\\Hesiod Utility Vehicle (Harvester).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\aerospace\TRO VAr\Torrent Heavy Bomber (Original).yml,unit key '5266' appears 2 times,"{""key"": ""5266"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\TRO VAr\\Torrent Heavy Bomber (Original).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\TRO VAr\\Torrent Heavy Bomber.yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\aerospace\TRO3055U\Visigoth Carew Nygren.yml,unit key '3440' appears 2 times,"{""key"": ""3440"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\TRO3055U\\Visigoth Carew Nygren.yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\TRO3055U\\Visigoth Prime.yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\aerospace\TRO3075\Starfire SF-1X.yml,unit key '5129' appears 2 times,"{""key"": ""5129"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\TRO3075\\Starfire SF-1X.yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\aerospace\\XTRs\\Succession Wars\\Starfire.yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (Flamer Advanced).yml,unit key '602' appears 2 times,"{""key"": ""602"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (Laser Advanced).yml,unit key '603' appears 2 times,"{""key"": ""603"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (LRM Advanced).yml,unit key '604' appears 2 times,"{""key"": ""604"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (LRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (MG Advanced).yml,unit key '605' appears 2 times,"{""key"": ""605"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (MG Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (MG).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (Rifle Advanced).yml,unit key '606' appears 2 times,"{""key"": ""606"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (Rifle Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (Rifle).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Foot Point (SRM Advanced).yml,unit key '607' appears 2 times,"{""key"": ""607"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Foot Point (SRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Foot Point (SRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (Flamer Advanced).yml,unit key '610' appears 2 times,"{""key"": ""610"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (Laser Advanced).yml,unit key '611' appears 2 times,"{""key"": ""611"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (LRM Advanced).yml,unit key '612' appears 2 times,"{""key"": ""612"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (LRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (MG Advanced).yml,unit key '613' appears 2 times,"{""key"": ""613"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (MG Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (MG).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (Rifle Advanced).yml,unit key '614' appears 2 times,"{""key"": ""614"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (Rifle Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (Rifle).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Jump Point (SRM Advanced).yml,unit key '615' appears 2 times,"{""key"": ""615"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Jump Point (SRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Jump Point (SRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Flamer Advanced).yml,unit key '616' appears 2 times,"{""key"": ""616"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Flamer Basic).yml,unit key '9617' appears 2 times,"{""key"": ""9617"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Flamer Basic).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Flamer Basic).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Laser Advanced).yml,unit key '617' appears 2 times,"{""key"": ""617"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Laser Basic).yml,unit key '9612' appears 2 times,"{""key"": ""9612"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Laser Basic).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Laser Basic).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (LRM Advanced).yml,unit key '618' appears 2 times,"{""key"": ""618"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (LRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (MG Advanced).yml,unit key '619' appears 2 times,"{""key"": ""619"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (MG Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (MG).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (MG Basic).yml,unit key '9615' appears 2 times,"{""key"": ""9615"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (MG Basic).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (MG Basic).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Rifle Advanced).yml,unit key '620' appears 2 times,"{""key"": ""620"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Rifle Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (Rifle).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (Rifle Basic).yml,unit key '9614' appears 2 times,"{""key"": ""9614"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (Rifle Basic).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Rifle Basic).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (SRM Advanced).yml,unit key '621' appears 2 times,"{""key"": ""621"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (SRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Hover Point (SRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Hover Point (SRM Basic).yml,unit key '9613' appears 2 times,"{""key"": ""9613"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Hover Point (SRM Basic).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (SRM Basic).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (Flamer Advanced).yml,unit key '623' appears 2 times,"{""key"": ""623"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (Laser Advanced).yml,unit key '624' appears 2 times,"{""key"": ""624"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (LRM Advanced).yml,unit key '625' appears 2 times,"{""key"": ""625"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (LRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (MG Advanced).yml,unit key '626' appears 2 times,"{""key"": ""626"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (MG Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (MG).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (Rifle Advanced).yml,unit key '627' appears 2 times,"{""key"": ""627"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (Rifle Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (Rifle).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Tracked Point (SRM Advanced).yml,unit key '628' appears 2 times,"{""key"": ""628"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Tracked Point (SRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Tracked Point (SRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (Flamer Advanced).yml,unit key '629' appears 2 times,"{""key"": ""629"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (Laser Advanced).yml,unit key '630' appears 2 times,"{""key"": ""630"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (LRM Advanced).yml,unit key '631' appears 2 times,"{""key"": ""631"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (LRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (MG Advanced).yml,unit key '632' appears 2 times,"{""key"": ""632"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (MG Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (MG).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (Rifle Advanced).yml,unit key '633' appears 2 times,"{""key"": ""633"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (Rifle Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (Rifle).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Mechanized Wheeled Point (SRM Advanced).yml,unit key '634' appears 2 times,"{""key"": ""634"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Mechanized Wheeled Point (SRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Mechanized Wheeled Point (SRM).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Motorized Point (Flamer Advanced).yml,unit key '636' appears 2 times,"{""key"": ""636"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Motorized Point (Flamer Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Motorized Point (Flamer).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Motorized Point (Laser Advanced).yml,unit key '637' appears 2 times,"{""key"": ""637"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Motorized Point (Laser Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Motorized Point (Laser).yml""]}"
warning,duplicate-unit,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\infantry\Clan\Clan Motorized Point (LRM Advanced).yml,unit key '638' appears 2 times,"{""key"": ""638"", ""paths"": [""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\Clan\\Clan Motorized Point (LRM Advanced).yml"", ""C:\\Users\\Stephen\\OneDrive\\Gaming\\battletech\\Data Files\\infantry\\TW\\Clan Points\\Clan Motorized Point (LRM).yml""]}"
