severity,category,path,message,detail
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 14\Griffin IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 15\Phoenix Hawk IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 16\Locust IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 17\Amarok.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 17\Kraken (Bane).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 18\Jenner IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 20\Shadow Hawk IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 21\Kontio.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 23\Star Python.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 30\Hellcat (Hellhound II).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 30\Hellhound II-P (Hellcat-P).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 4\Thresher Mk II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 4\Warhammer IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 5\Hammerhead.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 5\Hellhound (Conjurer).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 6\Marauder IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 8\Devil.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Rec Guides ilClan\Vol 9\Goshawk (Vapor Eagle).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\Era Digests\Dark Age\Cave Lion.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Clans\Eyrie.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Clans\Gyrfalcon.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Clans\Kodiak II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Clans\Shrike.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Black Hawk (Standard).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Jade Hawk.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Koshi (Standard).json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Mad Cat Mk IV PR.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Stalking Spider II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Merc\Tiburon.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Steiner\Jaguar.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3145\Steiner\Viking IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Arbalest.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Blood Reaper.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Bruin.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Dark Crow.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Dasher II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Goshawk II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Hellstar.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Kuma.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Morrigan.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Night Wolf.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Omen.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Onager.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Pack Hunter II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Parash.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Shadow Cat II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Sphinx.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Tundra Wolf.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Cutting Edge\Ursus II.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3085u\Phoenix\Rifleman IIC.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\mechs\3067 Unabridged\Clan Meks\Bowman.json,missing required field 'model' for mech,"{""field"": ""model"", ""unit_type"": ""mech""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\ProtoTypes\Heavy LRM Weapon.yml,missing required field 'Motion Type' for vehicle,"{""field"": ""Motion Type"", ""unit_type"": ""vehicle""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\ProtoTypes\Heavy LRM Weapon.yml,missing required field 'Cruise MP' for vehicle,"{""field"": ""Cruise MP"", ""unit_type"": ""vehicle""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\XTRs\Primitives II\Mosquito Light Fighter.yml,missing required field 'Cruise MP' for vehicle,"{""field"": ""Cruise MP"", ""unit_type"": ""vehicle""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\XTRs\Primitives III\Caravan Heavy Transport.yml,missing required field 'Cruise MP' for vehicle,"{""field"": ""Cruise MP"", ""unit_type"": ""vehicle""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\3145\NTNU\Zugvogel Omni Support Aircraft F.yml,missing required field 'Cruise MP' for vehicle,"{""field"": ""Cruise MP"", ""unit_type"": ""vehicle""}"
error,missing-field,C:\Users\Stephen\OneDrive\Gaming\battletech\Data Files\vehicles\3085u\Cutting Edge\Zugvogel Omni Support Aircraft A.yml,missing required field 'Cruise MP' for vehicle,"{""field"": ""Cruise MP"", ""unit_type"": ""vehicle""}"
